id,common_name,scientific_name,image,light,water,humidity,temp,soil,fertilizer,toxicity,tips
epipremnum_aureum_neon,Neon Pothos,Epipremnum aureum ‘Neon’,images/plants/epipremnum_aureum_neon.jpg,"Medium to bright indirect light.","Water when top 2–3 cm dry.","Prefers 40–60% humidity.","Ideal 18–29°C.","Well-draining mix.","Feed every 4–6 weeks.","Toxic if ingested.","Bright chartreuse foliage."
epipremnum_aureum_neon_variegata,Variegated Neon Pothos,Epipremnum aureum ‘Neon Variegata’,images/plants/epipremnum_aureum_neon_variegata.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–26°C.","Loose mix.","Feed lightly.","Toxic if ingested.","Neon leaves splashed with white."
epipremnum_aureum_hawaiian,Hawaiian Pothos,Epipremnum aureum ‘Hawaiian’,images/plants/epipremnum_aureum_hawaiian.jpg,"Bright indirect light.","Water when top 2–3 cm are dry.","Prefers 40–60% humidity.","Ideal 18–29°C.","Standard potting mix.","Feed monthly.","Toxic if ingested.","Large-leaf selection with bold variegation."
epipremnum_aureum_giant,Giant Pothos,Epipremnum aureum ‘Giant’,images/plants/epipremnum_aureum_giant.jpg,"Medium to bright indirect light.","Water when top 3 cm dry.","Prefers 50–70% humidity.","Ideal 18–28°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Oversized Golden Pothos cultivar."
epipremnum_aureum_snowcap,Snowcap Pothos,Epipremnum aureum ‘Snowcap’,images/plants/epipremnum_aureum_snowcap.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 55–70% humidity.","Ideal 18–26°C.","Very airy mix.","Feed lightly.","Toxic if ingested.","White-flecked leaves; similar to Snow Queen but speckled."
epipremnum_aureum_harlequin,Harlequin Pothos,Epipremnum aureum ‘Harlequin’,images/plants/epipremnum_aureum_harlequin.jpg,"Bright indirect light; one of the whitest pothos forms.","Water when top 2–3 cm are dry.","Prefers 55–70% humidity.","Ideal 18–26°C.","Aroid mix.","Feed lightly monthly.","Toxic if ingested.","Often considered the most variegated aureum cultivar; needs high light."
epipremnum_aureum_silver,Satin Pothos (mislabel),Epipremnum aureum mislabeled as Scindapsus,images/plants/epipremnum_aureum_silver.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed monthly.","Toxic if ingested.","Use this entry for pothos sold incorrectly as “silver pothos.”"
epipremnum_aureum_lemon_lime,Lemon Lime Pothos Tag,Epipremnum aureum (trade name),images/plants/epipremnum_aureum_lemon_lime.jpg,"Medium to bright indirect light.","Water when top 2–3 cm dry.","Comfortable at 40–60% humidity.","Ideal 18–27°C.","Mix with perlite.","Feed every 4–6 weeks.","Toxic if ingested.","Generic trade name sometimes misused for neon-like patterns."
epipremnum_aureum_white_pothos,White Pothos (generic label),Epipremnum aureum variegata,images/plants/epipremnum_aureum_white_pothos.jpg,"Bright indirect light; avoid direct sun.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–26°C.","Aroid mix.","Feed lightly.","Toxic if ingested.","Used for white-dominant pothos varieties sold without specific cultivar name."
epipremnum_aureum_supreme,‘Supreme’ Pothos,Epipremnum aureum ‘Supreme’,images/plants/epipremnum_aureum_supreme.jpg,"Medium to bright indirect light.","Water when slightly dry on top.","Prefers 50–70% humidity.","Ideal 18–27°C.","Standard mix.","Feed monthly.","Toxic if ingested.","Green-on-green patterned cultivar; vigorous grower."
epipremnum_aureum_tropical_snow,Tropical Snow Pothos,Epipremnum aureum ‘Tropical Snow’,images/plants/epipremnum_aureum_tropical_snow.jpg,"Bright indirect light.","Water when top 2 cm dry.","Prefers 55–70% humidity.","Ideal 18–26°C.","Airy potting mix.","Feed lightly.","Toxic if ingested.","White-dusted leaves; often sold in mixed foliage trays."
epipremnum_aureum_mojito,Mojito Pothos,Epipremnum aureum ‘Mojito’,images/plants/epipremnum_aureum_mojito.jpg,"Bright indirect light for best mottling.","Water when top 2–3 cm dry; do not overwater.","Prefers 55–75% humidity.","Ideal 18–27°C.","Very well-draining soil.","Feed every 4–6 weeks.","Toxic if ingested.","Green and white speckled variegation similar to a mojito drink; unique patterning."
anthurium_ andraeanum_red,Red Flamingo Flower,Anthurium andraeanum,images/plants/anthurium_red.jpg,"Bright, indirect light.","Keep soil lightly moist; water when top 2–3 cm are dry.","Prefers 60–80% humidity.","Ideal 18–26°C.","Light, airy mix with peat, bark, and perlite.","Feed every 4–6 weeks during growth.","Toxic if ingested.","Classic red spathes; thrives with consistent moisture and humidity."
anthurium_clarinervium,Velvet Cardboard Anthurium,Anthurium clarinervium,images/plants/anthurium_clarinervium.jpg,"Bright, indirect light.","Water when top 2–3 cm dry; dislikes soggy soil.","Prefers 60–80% humidity.","Ideal 18–24°C.","Very airy aroid mix with bark and moss.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Thick velvet leaves with white veins; allow to almost dry between waterings."
anthurium_crystallinum,Crystal Anthurium,Anthurium crystallinum,images/plants/anthurium_crystallinum.jpg,"Bright, indirect light.","Keep soil lightly moist; allow slight drying.","Prefers 65–85% humidity.","Ideal 18–25°C.","Airy moss + bark + perlite mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Velvety leaves with shimmering veins; best in high humidity."
anthurium_forgotten,Anthurium 'Forgetii',Anthurium forgetii,images/plants/anthurium_forgetii.jpg,"Bright indirect light; no direct sun.","Water when top 1–2 cm are dry.","Prefers 70–85% humidity.","Ideal 18–25°C.","Very airy, moisture-retentive aroid mix.","Feed lightly monthly.","Toxic if ingested.","Round, velvety leaves without sinus; a humidity-loving collector species."
anthurium_magnificum,Anthurium Magnificum,Anthurium magnificum,images/plants/anthurium_magnificum.jpg,"Bright indirect light.","Keep evenly moist; never soggy.","Prefers 65–85% humidity.","Ideal 18–25°C.","Chunky aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","Large velvet leaves with thick petioles; give high humidity for best size."
anthurium_regale,Anthurium Regale,Anthurium regale,images/plants/anthurium_regale.jpg,"Bright, diffused light.","Water when top 2 cm dry; maintain moisture but not saturation.","Requires 70–85% humidity.","Ideal 18–24°C.","Airy moss + bark + perlite blend.","Feed at low strength monthly.","Toxic if ingested.","Massive velvety leaves with bold white veining; advanced-care plant needing high humidity."
anthurium_warocqueanum,Queen Anthurium,Anthurium warocqueanum,images/plants/anthurium_warocqueanum.jpg,"Bright, indirect light; avoid intense sun.","Water when top 2 cm are dry; keep lightly moist.","Prefers 70–85% humidity.","Ideal 18–24°C.","Extremely airy aroid mix with moss.","Feed lightly every 4 weeks.","Toxic if ingested.","Long pendant velvet leaves; needs very high humidity and airflow."
anthurium_veitchii,King Anthurium,Anthurium veitchii,images/plants/anthurium_veitchii.jpg,"Bright indirect light.","Water when top 2–3 cm dry; do not let fully dry for long.","Prefers 60–80% humidity.","Ideal 18–27°C.","Airy bark-heavy aroid mix.","Feed every 4 weeks.","Toxic if ingested.","Long rippled leaves; appreciates vertical growing space."
anthurium_luxurians,Anthurium Luxurians,Anthurium luxurians,images/plants/anthurium_luxurians.jpg,"Bright indirect light.","Water when top 1–2 cm dry.","Prefers 70–85% humidity.","Ideal 18–25°C.","Moist but airy moss-heavy mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Deep quilted dark leaves; sensitive to low humidity."
anthurium_vittarifolium,Strap-Leaf Anthurium,Anthurium vittarifolium,images/plants/anthurium_vittarifolium.jpg,"Bright to medium indirect light.","Water when top 2–3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Aroid mix with bark.","Feed monthly.","Toxic if ingested.","Long, ribbon-like leaves; grows beautifully in hanging positions."
anthurium_pendulifolium,Pendant Anthurium,Anthurium pendulifolium,images/plants/anthurium_pendulifolium.jpg,"Medium-bright indirect light.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Chunky aroid soil.","Feed monthly.","Toxic if ingested.","Long drooping leaves; perfect for hanging pots in bright rooms."
anthurium_besseae,Anthurium Besseae Hybrid,Anthurium × hybrid (besseae group),images/plants/anthurium_besseae.jpg,"Bright indirect light.","Keep soil slightly moist.","Prefers 65–80% humidity.","Ideal 18–26°C.","Aroid mix.","Feed every 4 weeks.","Toxic if ingested.","Often used for glossy leaf hybrids; easy compared to velvet species."
anthurium_cutucuense,Anthurium Cutucuense,Anthurium cutucuense,images/plants/anthurium_cutucuense.jpg,"Bright indirect light; avoid harsh sun.","Water when top 2 cm dry.","Prefers 70–85% humidity.","Ideal 18–25°C.","Airy moss/bark mix.","Feed lightly monthly.","Toxic if ingested.","Extremely textured narrow leaves; advanced-care species."
anthurium_papillilaminum,Anthurium Papillilaminum,Anthurium papillilaminum,images/plants/anthurium_papillilaminum.jpg,"Bright, gentle indirect light.","Water when top 2 cm dry.","Prefers 70–85% humidity.","Ideal 18–24°C.","Moist but airy mix.","Feed every 4–6 weeks.","Toxic if ingested.","Rare black-velvet species; needs humidity and warmth."
anthurium_dressleri,Anthurium Dressleri,Anthurium dressleri,images/plants/anthurium_dressleri.jpg,"Bright, indirect light.","Water when slightly dry on top.","Prefers 70–85% humidity.","Ideal 18–24°C.","Airy mix with moss.","Feed lightly.","Toxic if ingested.","Heart-shaped leaves with deep veins; higher humidity increases size."
anthurium_radic_,Anthurium Radicans,Anthurium radicans,images/plants/anthurium_radicans.jpg,"Bright indirect light.","Water when top 2 cm dry; keep slightly moist.","Prefers 60–80% humidity.","Ideal 18–26°C.","Rich, airy aroid soil.","Feed monthly.","Toxic if ingested.","Textured bullate leaves; commonly hybridized."
anthurium_crystal_magnificum_hybrid,Anthurium Crystallinum × Magnificum,Anthurium hybrid,images/plants/anthurium_crystal_magnificum.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 65–85% humidity.","Ideal 18–26°C.","Aroid mix.","Feed lightly.","Toxic if ingested.","Very popular hybrid combining large leaves and strong veins."
anthurium_ace_of_spades,Ace of Spades Anthurium,Anthurium hybrid ‘Ace of Spades’,images/plants/anthurium_ace_of_spades.jpg,"Bright indirect light.","Water when top 2 cm dry.","Prefers 70–85% humidity.","Ideal 18–25°C.","Very airy moss/bark mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Dark velvet leaves that shift color as they age."
anthurium_dark_phoenix,Dark Phoenix Anthurium,Anthurium hybrid,images/plants/anthurium_dark_phoenix.jpg,"Bright indirect light.","Water when top 2 cm dry.","Prefers 70–85% humidity.","Ideal 18–25°C.","Loose aroid mix.","Feed lightly.","Toxic if ingested.","Deep dark leaves; thrives with humidity and warmth."
anthurium_black_beauty,Black Beauty Anthurium,Anthurium hybrid,images/plants/anthurium_black_beauty.jpg,"Bright indirect light.","Keep soil evenly moist.","Prefers 65–85% humidity.","Ideal 18–26°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Very dark foliage; newer hybrid."
anthurium_wendlingeri,Wendlinger's Anthurium,Anthurium wendlingeri,images/plants/anthurium_wendlingeri.jpg,"Bright indirect light.","Water when top 2–3 cm are dry.","Prefers 65–80% humidity.","Ideal 18–26°C.","Chunky aroid mix.","Feed monthly.","Toxic if ingested.","Curled, corkscrew-like blooms; strap-like leaves."
anthurium_jenmanii,Anthurium Jenmanii,Anthurium jenmanii,images/plants/anthurium_jenmanii.jpg,"Medium to bright indirect light.","Water when top 3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Well-draining soil.","Feed monthly.","Toxic if ingested.","Bird’s nest anthurium with stiff leaves; easy-care."
anthurium_superbum,Anthurium Superbum,Anthurium superbum,images/plants/anthurium_superbum.jpg,"Bright indirect light.","Water when top 3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Chunky potting mix.","Feed every 4–6 weeks.","Toxic if ingested.","Large bird’s nest type with purple leaf backs."
anthurium_plowmanii,Anthurium Plowmanii (Wave of Love),Anthurium plowmanii,images/plants/anthurium_plowmanii.jpg,"Bright to medium indirect light.","Water when top 3–5 cm dry.","Prefers 50–70% humidity.","Ideal 18–29°C.","Rich mix with bark.","Feed monthly.","Toxic if ingested.","Wavy leaves; can grow very large indoors."
anthurium_salgarense,Anthurium Salgarense,Anthurium salgarense,images/plants/anthurium_salgarense.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 65–80% humidity.","Ideal 18–26°C.","Airy aroid mix.","Feed monthly.","Toxic if ingested.","Large, leathery leaves; vigorous climber."
anthurium_ovatifolium,Anthurium Ovatifolium,Anthurium ovatifolium,images/plants/anthurium_ovatifolium.jpg,"Medium to bright indirect light.","Water when top 2–3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Aroid soil.","Feed lightly.","Toxic if ingested.","Simple but elegant oval leaves; tolerant compared to velvet types."
anthurium_pallidiflorum,Pallidiflorum Anthurium,Anthurium pallidiflorum,images/plants/anthurium_pallidiflorum.jpg,"Bright indirect light.","Keep soil lightly moist.","Prefers 70–85% humidity.","Ideal 18–25°C.","Airy moss mix.","Feed every 4–6 weeks.","Toxic if ingested.","Long pendant velvet leaves; needs humidity and airflow."
anthurium_lanceolatum,Anthurium Lanceolatum,Anthurium lanceolatum,images/plants/anthurium_lanceolatum.jpg,"Medium to bright indirect light.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed every 4–6 weeks.","Toxic if ingested.","Long, narrow leathery leaves; very tolerant."
